pts,position,player
84,576,"{'id': 28856, 'name': 'Gabriel Donev', 'birthday': '1996-06-29T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
84,577,"{'id': 91178, 'name': 'Yamato Sueoka', 'birthday': '2003-02-28T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
84,578,"{'id': 42150, 'name': 'Ivan Marrero Curbelo', 'birthday': '1998-09-27T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
83,579,"{'id': 86924, 'name': 'Jakub Nicod', 'birthday': '2004-07-21T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
83,580,"{'id': 37199, 'name': 'Adrian Oetzbach', 'birthday': '1997-10-29T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
83,581,"{'id': 30801, 'name': 'Vadym Ursu', 'birthday': '1997-01-01T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
82,582,"{'id': 12097, 'name': 'Stefano Travaglia', 'birthday': '1991-12-28T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
82,583,"{'id': 89396, 'name': 'Rodrigo Pacheco Mendez', 'birthday': '2005-04-25T00:00:00.000Z', 'countryAcr': 'MEX', 'country': {'name': 'Mexico', 'acronym': 'MEX'}}"
82,584,"{'id': 95464, 'name': 'Matej Dodig', 'birthday': '2005-07-19T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
82,585,"{'id': 30230, 'name': 'Peter Bertran', 'birthday': '1996-05-05T00:00:00.000Z', 'countryAcr': 'DOM', 'country': {'name': 'Dominican Republic', 'acronym': 'DOM'}}"
82,586,"{'id': 54973, 'name': 'Zura Tkemaladze', 'birthday': '2000-06-04T00:00:00.000Z', 'countryAcr': 'GEO', 'country': {'name': 'Georgia', 'acronym': 'GEO'}}"
82,587,"{'id': 38400, 'name': 'Aliaksandr Liaonenka', 'birthday': '1999-03-17T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
82,588,"{'id': 83555, 'name': 'Robin Bertrand', 'birthday': '2003-03-15T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
82,589,"{'id': 32811, 'name': 'Ignacio Monzon', 'birthday': '1998-01-05T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
82,590,"{'id': 37735, 'name': 'Franco Ribero', 'birthday': '1999-09-09T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
82,591,"{'id': 76126, 'name': 'Keisuke Saitoh', 'birthday': '2001-04-29T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
81,592,"{'id': 20651, 'name': 'Tristan Lamasine', 'birthday': '1993-03-05T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
81,593,"{'id': 76232, 'name': 'Keshav Chopra', 'birthday': '2001-10-24T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
81,594,"{'id': 58179, 'name': 'Daniel Paty', 'birthday': '1999-10-04T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
81,595,"{'id': 10202, 'name': 'Alessandro Giannessi', 'birthday': '1990-05-30T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
81,596,"{'id': 45773, 'name': 'Alexander Zgirovsky', 'birthday': '2001-07-10T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
81,597,"{'id': 43900, 'name': 'Daniel Moreno', 'birthday': '2000-02-23T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
80,598,"{'id': 77192, 'name': 'Johannus Monday', 'birthday': '2002-01-22T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
80,599,"{'id': 29829, 'name': 'Johan Nikles', 'birthday': '1997-03-23T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
80,600,"{'id': 43645, 'name': 'Alan Fernando Rubio Fierros', 'birthday': '1999-02-03T00:00:00.000Z', 'countryAcr': 'MEX', 'country': {'name': 'Mexico', 'acronym': 'MEX'}}"
80,601,"{'id': 67789, 'name': 'Wally Thayne', 'birthday': '2000-12-29T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
79,602,"{'id': 83790, 'name': 'Shunsuke Nakagawa', 'birthday': '2000-03-07T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
79,603,"{'id': 38250, 'name': 'Maxence Beauge', 'birthday': '2000-06-08T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
79,604,"{'id': 84556, 'name': 'Kokoro Isomura', 'birthday': '2003-01-22T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
79,605,"{'id': 75230, 'name': 'Thiago Cigarran', 'birthday': '2000-03-26T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
78,606,"{'id': 49212, 'name': 'Rafael Tosetto', 'birthday': '1999-06-02T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
78,607,"{'id': 21623, 'name': 'David Perez Sanz', 'birthday': '1994-05-15T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
78,608,"{'id': 97989, 'name': 'Koki Matsuda', 'birthday': '2000-10-31T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
78,609,"{'id': 37486, 'name': 'Dan Alexandru Tomescu', 'birthday': '1999-03-30T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
77,610,"{'id': 36617, 'name': 'Felipe Meligeni Alves', 'birthday': '1998-02-19T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
77,611,"{'id': 61667, 'name': 'Bu Yunchaokete', 'birthday': '2002-01-19T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
77,612,"{'id': 58591, 'name': 'Garrett Johns', 'birthday': '2000-12-17T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
77,613,"{'id': 89700, 'name': 'Arthur Nagel', 'birthday': '2003-04-14T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
77,614,"{'id': 20987, 'name': 'Sergis Kyratzis', 'birthday': '1995-05-12T00:00:00.000Z', 'countryAcr': 'CYP', 'country': {'name': 'Cyprus', 'acronym': 'CYP'}}"
77,615,"{'id': 22323, 'name': 'Roberto Cid Subervi', 'birthday': '1993-08-30T00:00:00.000Z', 'countryAcr': 'DOM', 'country': {'name': 'Dominican Republic', 'acronym': 'DOM'}}"
77,616,"{'id': 59835, 'name': 'Dax Donders', 'birthday': '2000-07-14T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
77,617,"{'id': 62996, 'name': 'Marlon Vankan', 'birthday': '2000-08-27T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
77,618,"{'id': 74880, 'name': 'Stefanos Sakellaridis', 'birthday': '2004-09-13T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
76,619,"{'id': 84553, 'name': 'Viktor Jovic', 'birthday': '2002-01-24T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
76,620,"{'id': 51846, 'name': 'Alex Marti Pujolras', 'birthday': '1999-02-10T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
76,621,"{'id': 34829, 'name': 'Juan Bautista Otegui', 'birthday': '1999-02-23T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
76,622,"{'id': 62990, 'name': 'Saba Purtseladze', 'birthday': '2001-08-20T00:00:00.000Z', 'countryAcr': 'GEO', 'country': {'name': 'Georgia', 'acronym': 'GEO'}}"
76,623,"{'id': 66500, 'name': 'Samir Hamza Reguig', 'birthday': '2002-01-19T00:00:00.000Z', 'countryAcr': 'ALG', 'country': {'name': 'Algeria', 'acronym': 'ALG'}}"
75,624,"{'id': 79068, 'name': 'Toby Samuel', 'birthday': '2002-09-06T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
75,624,"{'id': 47557, 'name': 'Chun Hsin Tseng', 'birthday': '2001-08-08T00:00:00.000Z', 'countryAcr': 'TPE', 'country': {'name': 'Chinese Taipei', 'acronym': 'TPE'}}"
75,626,"{'id': 68627, 'name': 'Gabriel Diallo', 'birthday': '2001-09-24T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
75,627,"{'id': 23462, 'name': 'Xin Gao', 'birthday': '1994-05-12T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
75,628,"{'id': 37741, 'name': 'Zizou Bergs', 'birthday': '1999-06-03T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
75,629,"{'id': 16998, 'name': 'Maximilian Neuchrist', 'birthday': '1991-07-22T00:00:00.000Z', 'countryAcr': 'AUT', 'country': {'name': 'Austria', 'acronym': 'AUT'}}"
75,630,"{'id': 95698, 'name': 'Federico Cina', 'birthday': '2007-03-30T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
75,631,"{'id': 28073, 'name': 'Duckhee Lee', 'birthday': '1998-05-29T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
75,632,"{'id': 63847, 'name': 'Mateo Barreiros Reyes', 'birthday': '2000-12-14T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
75,633,"{'id': 30971, 'name': 'Lucas Bouquet', 'birthday': '1997-08-05T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
75,634,"{'id': 74151, 'name': 'Max Wiskandt', 'birthday': '2002-02-01T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
75,635,"{'id': 91530, 'name': 'Svyatoslav Gulin', 'birthday': '2002-12-04T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
74,636,"{'id': 58005, 'name': 'Philip Henning', 'birthday': '2000-11-10T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
74,637,"{'id': 8818, 'name': 'Goncalo Falcao', 'birthday': '1988-02-22T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
73,638,"{'id': 76125, 'name': 'Shunsuke Mitsui', 'birthday': '2002-05-20T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
73,639,"{'id': 47259, 'name': 'Clement Tabur', 'birthday': '2000-01-24T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
73,640,"{'id': 79813, 'name': 'Samuel Vincent Ruggeri', 'birthday': '2002-05-22T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
73,641,"{'id': 31320, 'name': 'Jesse Flores', 'birthday': '1995-03-31T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
73,642,"{'id': 23075, 'name': 'Tomas Lipovsek Puches', 'birthday': '1993-04-17T00:00:00.000Z', 'countryAcr': 'SLO', 'country': {'name': 'Slovenia', 'acronym': 'SLO'}}"
73,643,"{'id': 34756, 'name': 'Adam Jones', 'birthday': '1998-05-08T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
73,644,"{'id': 29980, 'name': 'Abraham Asaba', 'birthday': '1997-05-21T00:00:00.000Z', 'countryAcr': 'GHA', 'country': {'name': 'Ghana', 'acronym': 'GHA'}}"
72,645,"{'id': 59356, 'name': 'Anton Matusevich', 'birthday': '2001-05-30T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
72,646,"{'id': 37297, 'name': 'Timo Stodder', 'birthday': '1996-05-17T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
72,647,"{'id': 21524, 'name': 'Jelle Sels', 'birthday': '1995-08-10T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
76,647,"{'id': 110313, 'name': 'Gonzalo Oliveira', 'birthday': None, 'countryAcr': 'VEN', 'country': {'name': 'Venezuela', 'acronym': 'VEN'}}"
72,648,"{'id': 31327, 'name': 'Luca Castelnuovo', 'birthday': '1997-01-29T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
72,649,"{'id': 26832, 'name': 'Goncalo Oliveira', 'birthday': '1995-02-17T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
72,650,"{'id': 44538, 'name': 'Daniel De Jonge', 'birthday': '1999-08-17T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
71,651,"{'id': 29906, 'name': 'Juan Pablo Ficovich', 'birthday': '1997-01-24T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
71,652,"{'id': 21464, 'name': 'Alexander Ritschard', 'birthday': '1994-03-24T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
71,653,"{'id': 57038, 'name': 'John Echeverria', 'birthday': '2001-11-30T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
71,654,"{'id': 54557, 'name': 'Mario Mansilla Diez', 'birthday': '2002-05-12T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
71,655,"{'id': 37302, 'name': 'Matteo De Vincentis', 'birthday': '1998-04-25T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
71,656,"{'id': 38427, 'name': 'Jannik Opitz', 'birthday': '1998-04-15T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
71,657,"{'id': 23993, 'name': 'Gabriele Maria Noce', 'birthday': '1995-10-29T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
71,658,"{'id': 72576, 'name': 'Zekai Li', 'birthday': '2000-01-31T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
71,658,"{'id': 72575, 'name': 'Yuquan Jin', 'birthday': '2000-12-12T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
70,660,"{'id': 26153, 'name': 'Juan Pablo Varillas', 'birthday': '1995-10-06T00:00:00.000Z', 'countryAcr': 'PER', 'country': {'name': 'Peru', 'acronym': 'PER'}}"
70,661,"{'id': 79064, 'name': 'Leandro Riedi', 'birthday': '2002-01-27T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
70,662,"{'id': 36470, 'name': 'Mats Rosenkranz', 'birthday': '1998-08-23T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
70,663,"{'id': 73399, 'name': 'Toby Alex Kodat', 'birthday': '2003-01-13T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
70,664,"{'id': 83338, 'name': 'Igor Kudriashov', 'birthday': '2003-09-27T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
70,665,"{'id': 53909, 'name': 'Luka Pavlovic', 'birthday': '2000-03-30T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
70,666,"{'id': 52283, 'name': 'Fermin Tenti', 'birthday': '1997-06-14T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
70,667,"{'id': 44807, 'name': 'S Mert Ozdemir', 'birthday': '2000-01-02T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
69,668,"{'id': 70936, 'name': 'Tom Hands', 'birthday': '1996-11-02T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
69,669,"{'id': 35597, 'name': 'Gabriel Decamps', 'birthday': '1999-08-07T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
69,670,"{'id': 29953, 'name': 'Tung-Lin Wu', 'birthday': '1998-05-12T00:00:00.000Z', 'countryAcr': 'TPE', 'country': {'name': 'Chinese Taipei', 'acronym': 'TPE'}}"
69,671,"{'id': 80391, 'name': 'Adolfo Daniel Vallejo', 'birthday': '2004-04-28T00:00:00.000Z', 'countryAcr': 'PAR', 'country': {'name': 'Paraguay', 'acronym': 'PAR'}}"
69,672,"{'id': 49999, 'name': 'Axel Nefve', 'birthday': '2000-07-22T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
69,673,"{'id': 62202, 'name': 'Samuel Puskar', 'birthday': '2000-04-21T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
69,674,"{'id': 31667, 'name': 'Vasilios Caripi', 'birthday': '1991-09-28T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
69,675,"{'id': 84373, 'name': 'Amaury Raynel', 'birthday': '2002-06-29T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
69,676,"{'id': 54358, 'name': 'Ye Cong Mo', 'birthday': '2000-06-26T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
68,677,"{'id': 53945, 'name': 'Gregor Ramskogler', 'birthday': '1998-12-05T00:00:00.000Z', 'countryAcr': 'AUT', 'country': {'name': 'Austria', 'acronym': 'AUT'}}"
68,678,"{'id': 17264, 'name': 'Denis Yevseyev', 'birthday': '1993-05-22T00:00:00.000Z', 'countryAcr': 'KAZ', 'country': {'name': 'Kazakhstan', 'acronym': 'KAZ'}}"
68,679,"{'id': 29889, 'name': 'Evgenii Tiurnev', 'birthday': '1997-04-08T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
67,680,"{'id': 36258, 'name': 'Nikita Mashtakov', 'birthday': '1999-03-18T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
67,681,"{'id': 65733, 'name': 'Igor Gimenez', 'birthday': '2000-02-20T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
67,682,"{'id': 86083, 'name': 'Karan Singh', 'birthday': '2003-06-30T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
66,683,"{'id': 92184, 'name': 'Nishesh Basavareddy', 'birthday': '2005-05-02T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
66,684,"{'id': 22429, 'name': 'Dennis Novak', 'birthday': '1993-08-28T00:00:00.000Z', 'countryAcr': 'AUT', 'country': {'name': 'Austria', 'acronym': 'AUT'}}"
66,685,"{'id': 83314, 'name': 'Lukas Neumayer', 'birthday': '2002-09-06T00:00:00.000Z', 'countryAcr': 'AUT', 'country': {'name': 'Austria', 'acronym': 'AUT'}}"
66,686,"{'id': 29459, 'name': 'Ryan Peniston', 'birthday': '1995-11-10T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
66,687,"{'id': 54208, 'name': 'Florent Bax', 'birthday': '1999-06-16T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
66,688,"{'id': 94765, 'name': 'Leo Vithoontien', 'birthday': '1999-08-18T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
65,689,"{'id': 18497, 'name': 'Peter Heller', 'birthday': '1992-08-12T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
65,690,"{'id': 824, 'name': 'Igor Zelenay', 'birthday': '1982-10-02T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
65,691,"{'id': 81781, 'name': 'Jan Kupcic', 'birthday': '2001-04-14T00:00:00.000Z', 'countryAcr': 'SLO', 'country': {'name': 'Slovenia', 'acronym': 'SLO'}}"
65,692,"{'id': 21332, 'name': 'Wishaya Trongcharoenchaikul', 'birthday': '1995-04-08T00:00:00.000Z', 'countryAcr': 'THA', 'country': {'name': 'Thailand', 'acronym': 'THA'}}"
65,693,"{'id': 51086, 'name': 'Kousuke Ogura', 'birthday': '1996-02-09T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
64,694,"{'id': 75660, 'name': 'Alec Beckley', 'birthday': '2001-06-18T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
64,695,"{'id': 65138, 'name': 'Brandon Perez', 'birthday': '2000-01-14T00:00:00.000Z', 'countryAcr': 'VEN', 'country': {'name': 'Venezuela', 'acronym': 'VEN'}}"
64,696,"{'id': 74540, 'name': 'Kirill Mishkin', 'birthday': '2002-10-23T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
63,697,"{'id': 54206, 'name': 'Gilbert Klier Junior', 'birthday': '2000-05-16T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
63,698,"{'id': 84604, 'name': 'Alejandro Turriziani Alvarez', 'birthday': '2003-02-12T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
63,699,"{'id': 87624, 'name': 'Jasza Szajrych', 'birthday': '2002-04-23T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
63,700,"{'id': 50391, 'name': 'Imanol Lopez Morillo', 'birthday': '1999-11-18T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
63,701,"{'id': 32510, 'name': 'Guy Den Heijer', 'birthday': '1997-03-30T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
63,702,"{'id': 876, 'name': 'Vitali Chvets', 'birthday': '1981-01-01T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
62,703,"{'id': 28346, 'name': 'Nino Serdarusic', 'birthday': '1996-12-13T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
61,704,"{'id': 87283, 'name': 'Mark Lajal', 'birthday': '2003-05-12T00:00:00.000Z', 'countryAcr': 'EST', 'country': {'name': 'Estonia', 'acronym': 'EST'}}"
61,705,"{'id': 59491, 'name': 'Yannik Steinegger', 'birthday': '2000-09-11T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
61,706,"{'id': 8158, 'name': 'Purav Raja', 'birthday': '1985-12-07T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
61,707,"{'id': 39434, 'name': 'Quentin Folliot', 'birthday': '1998-12-31T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
61,708,"{'id': 91451, 'name': 'Tiago Silva', 'birthday': '2004-11-30T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
61,709,"{'id': 28586, 'name': 'Antoine Hoang', 'birthday': '1995-11-04T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
61,710,"{'id': 51972, 'name': 'Mikel Martinez', 'birthday': '2000-10-16T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
61,711,"{'id': 57500, 'name': 'Lukas Hellum Lilleengen', 'birthday': '2000-11-15T00:00:00.000Z', 'countryAcr': 'NOR', 'country': {'name': 'Norway', 'acronym': 'NOR'}}"
61,712,"{'id': 23335, 'name': 'Yurii Dzhavakian', 'birthday': '1993-05-07T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
60,713,"{'id': 51046, 'name': 'Taha Baadi', 'birthday': '2001-07-19T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
60,714,"{'id': 14959, 'name': 'Sebastian Fanselow', 'birthday': '1991-12-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
60,715,"{'id': 39851, 'name': 'Cengiz Aksu', 'birthday': '1998-07-30T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
60,716,"{'id': 36664, 'name': 'Jamie Vance', 'birthday': '1997-12-15T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,717,"{'id': 60951, 'name': 'Patrick Maloney', 'birthday': '2000-02-09T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
59,718,"{'id': 15000, 'name': 'Oscar Jose Gutierrez', 'birthday': '1993-04-25T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
